运动户外>健身训练>美腰机/挺腰器,1318>1463>s8151,运动/瑜伽/健身/球迷用品>踏步机/中小型健身器材>美腰机/挺腰器,50010728>50038418>50038433
美妆个护>面部护肤>乳液面霜,1316>1381>1391,化妆品导购条>按摩霜>国货,50708001>51212001>51218001
美妆个护>面部护肤>乳液面霜,1316>1381>1391,导航平台>国货精品/开架化妆品>面部按摩霜,50041194>50018121>50019540
美妆个护>面部护肤>乳液面霜,1316>1381>1391,化妆品导购条>按摩霜>高端,50708001>51212001>51214001
医药保健>营养成分>左旋肉碱,9192>9194>9214,营养保健参茸滋补>营养保健>左旋肉碱,55854025>57080001>57080002
医药保健>营养成分>左旋肉碱,9192>9194>9214,保健食品/膳食营养补充食品>营养与保健>左旋肉碱,50072043>57056001>57058001
医药保健>营养成分>左旋肉碱,9192>9194>9214,保健滋补医药器械>营养健康>左旋肉碱,50106154>57334300>57334301
医药保健>营养成分>左旋肉碱,9192>9194>9214,保健滋补医药器械>膳食营养补充食品>左旋肉碱,50106154>57334213>57334214
医药保健>营养成分>左旋肉碱,9192>9194>9214,营养保健参茸滋补>膳食营养补充食品>左旋肉碱,55854025>55164014>50107086
医药保健>营养成分>左旋肉碱,9192>9194>9214,保健食品/膳食营养补充食品>膳食营养补充食品>左旋肉碱,50072043>57078001>57078002
医药保健>营养成分>左旋肉碱,9192>9194>9214,天猫国际>维生素/矿物质>左旋肉碱,52792006>55810012>55824025
服饰内衣>内衣>塑身美体,1315>1345>9747,女士内衣/男士内衣/家居服>塑身美体>塑身裤,50025983>50095661>50026770
服饰内衣>内衣>塑身美体,1315>1345>9747,女士内衣/男士内衣/家居服>塑身美体>塑身上衣,50025983>50095661>50026771
服饰内衣>内衣>塑身美体,1315>1345>9747,女士内衣/男士内衣/家居服>塑身美体>塑身连体衣,50025983>50095661>50026768
服饰内衣>内衣>塑身美体,1315>1345>9747,女士内衣/男士内衣/家居服>塑身美体>塑身分体套装,50025983>50095661>50026767
服饰内衣>内衣>塑身美体,1315>1345>9747,女士内衣/男士内衣/家居服>塑身美体>塑身腰封/腰夹,50025983>50095661>50026769
服饰内衣>内衣>塑身美体,1315>1345>9747,女士内衣/男士内衣/家居服>2017春季热卖>塑身裤,50025983>53552001>55812008
礼品箱包>功能箱包>休闲运动包,1672>2577>3998,功能箱包>背包/双肩包>运动背包,50072688>50072703>50072718
礼品箱包>功能箱包>休闲运动包,1672>2577>3998,户外运动用品>户外箱包>休闲包,2203>50031729>50032295
礼品箱包>功能箱包>休闲运动包,1672>2577>3998,功能箱包>卡套卡包>卡包,50072688>50072709>50072727
医药保健>营养健康>改善睡眠,9192>9193>9209,保健滋补医药器械>预防保健>改善睡眠,50106154>57358004>57358013
医药保健>营养健康>改善睡眠,9192>9193>9209,营养保健参茸滋补>保健食品>改善睡眠,55854025>56594025>56600032
医药保健>营养健康>改善睡眠,9192>9193>9209,保健食品/膳食营养补充食品>保健食品>改善睡眠,50072043>55168012>55172014
医药保健>营养健康>改善睡眠,9192>9193>9209,天猫国际>保健品功效>改善睡眠,52792006>56252006>56254004
医药保健>营养健康>改善睡眠,9192>9193>9209,天猫国际>功能性保健品>改善睡眠,52792006>55864009>55844015
医药保健>营养健康>改善睡眠,9192>9193>9209,保健滋补医药器械>健康需求>睡眠不好,50106154>57334310>57334206
美妆个护>面部护肤>防晒,1316>1381>13548,天猫超市>护肤彩妆>防晒,50514008>50520006>50518005
美妆个护>面部护肤>防晒,1316>1381>13548,导航平台>国货精品/开架化妆品>面部防晒,50041194>50018121>50019531
美妆个护>面部护肤>防晒,1316>1381>13548,美容护肤/美体/精油>男士护理>男士防晒,1801>50011988>53992065
宠物生活>小宠用品>其他,6994>13963>s3373,宠物/宠物食品及用品>仓鼠类及其它小宠>香猪,29>50033307>50033703
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外运动用品>户外服装>速干衣裤,2203>50031727>50446010
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>速干衣裤>速干裤,50022787>53162002>53164003
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>速干衣裤>速干衬衣,50022787>53162002>53152002
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>速干衣裤>速干套装,50022787>53162002>53170003
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>速干衣裤>速干背心,50022787>53162002>53202001
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>服装类>速干衣裤,50022787>50105900>50105903
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>速干衣裤>Lafuma/乐飞叶,50022787>53162002>56182001
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>速干衣裤>Decathlon/迪卡侬,50022787>53162002>56154003
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外鞋服/装备>儿童户外>儿童速干T恤,50022787>53002001>53222001
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外运动用品>速干衣裤/套装>速干裤,2203>50450017>50430037
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外运动用品>速干衣裤/套装>速干T恤,2203>50450017>50446027
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外运动用品>速干衣裤/套装>速干背心,2203>50450017>50452042
运动户外>户外鞋服>速干衣裤,1318>2628>12124,户外运动用品>速干衣裤/套装>速干衬衣,2203>50450017>50448025
运动户外>户外鞋服>速干衣裤,1318>2628>12124,运动服/休闲服>速干套装>速干衣裤套装,50016756>50454017>50452031
运动户外>户外鞋服>速干衣裤,1318>2628>12124,童装/婴儿装/亲子装>儿童运动户外服>儿童速干T恤,50008165>56166007>56184004
运动户外>户外鞋服>速干衣裤,1318>2628>12124,童装/婴儿装/亲子装>儿童运动户外服>儿童速干裤,50008165>56166007>56146007
运动户外>户外鞋服>速干衣裤,1318>2628>12124,童装/婴儿装/亲子装>儿童运动户外服>儿童速干衬衫,50008165>56166007>56176004
运动户外>户外鞋服>速干衣裤,1318>2628>12124,运动服/休闲服>速干套装>速干裤,50016756>50454017>50454018
服饰内衣>内衣>儿童内衣,1315>1345>s8797,女士内衣/男士内衣/家居服>儿童内衣专区>内衣/内裤/套装,50025983>50510005>50490011
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>医疗器械>中医保健,50106154>56460037>56588012
医药保健>保健器械>中医保健,9192>9197>1509,家用器械/按摩器材/可穿戴设备>中医保健>香熏理疗,53314009>53380010>53596006
医药保健>保健器械>中医保健,9192>9197>1509,家用器械/按摩器材/可穿戴设备>中医保健>冷热敷器具,53314009>53380010>53642010
医药保健>保健器械>中医保健,9192>9197>1509,家用器械/按摩器材/可穿戴设备>中医保健>刮痧器具,53314009>53380010>53642009
医药保健>保健器械>中医保健,9192>9197>1509,家用器械/按摩器材/可穿戴设备>中医保健>拔罐器,53314009>53380010>53612009
医药保健>保健器械>中医保健,9192>9197>1509,家用器械/按摩器材/可穿戴设备>中医保健>针灸器具,53314009>53380010>53662007
医药保健>保健器械>中医保健,9192>9197>1509,家用器械/按摩器材/可穿戴设备>中医保健>煎药壶/机,53314009>53380010>53660009
医药保健>保健器械>中医保健,9192>9197>1509,保健食品/膳食营养补充食品>营养与保健>保健饮品,50072043>57056001>57068001
医药保健>保健器械>中医保健,9192>9197>1509,保健食品/膳食营养补充食品>保健食品>其他保健功能,50072043>55168012>55632022
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>清咽,50106154>57358004>57358029
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>缓解体力疲劳,50106154>57358004>57358027
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>膏药贴,50106154>56594013>56608007
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>特殊用途化妆品,50106154>56594013>56570014
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>对化学性肝损伤有辅助保护功能,50106154>57358004>57358041
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>辅助降血糖,50106154>57358004>57358032
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>改善营养性贫血,50106154>57358004>57358014
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>便厕用具,50106154>56594013>56558014
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>助行器,50106154>56594013>56612020
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>膳食营养补充食品>保健饮品,50106154>57334213>57334227
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>辅助改善记忆,50106154>57358004>57358031
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>针灸器具,50106154>56594013>56598011
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>颈椎牵引器,50106154>56594013>56586008
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>褥疮垫,50106154>56594013>56594014
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>棉签棉球,50106154>56594013>56590018
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>药箱,50106154>56594013>56604012
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>急救用品,50106154>56594013>56582015
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>护具,50106154>56594013>56570013
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>增加骨密度,50106154>57358004>57358034
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>对胃粘膜有辅助保护功能,50106154>57358004>57358043
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>康复训练器材,50106154>56594013>56586009
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>改善皮肤水份,50106154>57358004>57358036
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>提高缺氧耐受力,50106154>57358004>57358033
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>祛痤疮,50106154>57358004>57358015
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>祛黄褐斑,50106154>57358004>57358016
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>对辐射危害有辅助保护功能,50106154>57358004>57358040
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>拔罐器,50106154>56594013>56556008
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>镊子/手术剪,50106154>56594013>56618008
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>冷热敷器具,50106154>56594013>56554015
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>辅助降血脂,50106154>57358004>57358026
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>纱布绷带,50106154>56594013>56582014
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>改善生长发育,50106154>57358004>57358019
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>调节肠道菌群,50106154>57358004>57358020
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>缓解视疲劳,50106154>57358004>57358042
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>减肥,50106154>57358004>57358018
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>增强免疫力,50106154>57358004>57358012
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>足浴养生泡脚盆,50106154>56594013>56590019
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>保健用品>脂肪测量仪,50106154>56594013>56568015
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>预防保健>通便,50106154>57358004>57358007
医药保健>保健器械>中医保健,9192>9197>1509,家庭保健>保健养生>针灸,55510001>55514001>55554001
医药保健>保健器械>中医保健,9192>9197>1509,天猫超市>滋补保健>保健食品,50514008>50518003>56096002
医药保健>保健器械>中医保健,9192>9197>1509,家庭保健>保健养生>刮痧,55510001>55514001>55552001
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>计生用品>性保健用品,50106154>56608006>56614010
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>医疗器械>拔罐器,50106154>56460037>56582012
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>医疗器械>针灸器具,50106154>56460037>56580013
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>中老年特需保健>家庭保健器材,50041194>52068001>52506014
医药保健>保健器械>中医保健,9192>9197>1509,天猫超市>滋补保健>保健饮品/其他,50514008>50518003>50506044
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>中老年特需保健>保健项圈/手环,50041194>52068001>52478012
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>健康需求>增强体力,50106154>57334310>57334210
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>健康需求>心脑血管,50106154>57334310>57372007
医药保健>保健器械>中医保健,9192>9197>1509,保健滋补医药器械>健康需求>糖尿病,50106154>57334310>57340002
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>中老年特需保健>按摩器材,50041194>52068001>52530011
医药保健>保健器械>中医保健,9192>9197>1509,个人护理/保健按摩>个人护理配件>温灸器配件,50886005>50938021>50924018
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>温灸器,50041194>52496004>52484010
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>按摩披肩,50041194>52496004>52504005
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>刮痧片/板,50041194>52496004>52540005
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>迷你按摩器,50041194>52496004>52526004
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>改善记忆,50041194>52496004>52538008
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>排毒,50041194>52496004>52540007
医药保健>保健器械>中医保健,9192>9197>1509,家庭保健>常备急救>冷敷降温,55510001>55510002>55526001
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>足部按摩走毯,50041194>52496004>52490009
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>点穴棒,50041194>52496004>52548005
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>按摩棒/锤,50041194>52496004>52544004
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>足浴器,50041194>52496004>52582006
医药保健>保健器械>中医保健,9192>9197>1509,导航平台>特需保健>按摩足疗机,50041194>52496004>52510004
